,delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr
0,60.326138222718264,66.07245911566964,97.10308191129646,203.93462932446562,0.47614807859239433,0.3239884238127432,0.2958111548909024,0.6804362726203351,0.6212587390153704,2.3816538915367804
1,59.29461364423448,67.77507214574736,96.67688865906163,206.6860070072597,0.4677476238421207,0.3279132106092059,0.2868825737300726,0.7010473039193605,0.61332769875685,2.3873742488646212
2,58.819012442365995,68.57381562023083,92.40557276279684,220.18330559565106,0.4196756539412313,0.31143966811980345,0.26713656733986174,0.742096104920624,0.6365310087233934,2.4537400033607195
3,58.727083790061954,68.14916863593449,91.21967065701926,218.92278092792117,0.41667509553084253,0.3112931799380538,0.2682547861905584,0.7470885187929636,0.6437984632818115,2.4444483948313205
4,55.21672341015164,68.53935645584819,90.51477606552686,219.84176090504536,0.4117269425649399,0.31176677339958125,0.2511657620591976,0.7572173233487328,0.6100299399755272,2.507808402679036
5,55.24982692801176,63.66422094932308,78.6754653079657,220.12938936351173,0.3574055492337944,0.289212726812188,0.25098796252405303,0.8092004375203515,0.7022497637826852,2.5127801130755216
6,53.99380895964601,64.44394506405129,77.83929014891146,214.3225405585227,0.3631876047477925,0.3006867354974,0.25192781318725793,0.8279102358303367,0.6936575199536437,2.466796446080679
7,49.32394798608698,65.49732443603978,74.94704551039204,214.12726237887242,0.3500116924755815,0.30588036155877313,0.2303487535315059,0.8739146952358251,0.6581173100312245,2.5176023727251264
8,50.02818228487928,64.41934125249641,77.28686491770536,211.7849517088896,0.3649308616786925,0.3041733642201569,0.23622161008703702,0.8335095662256423,0.6473051059601009,2.525802286426856
9,51.30262083693885,66.60949322490119,77.31284697324061,207.66719842857194,0.3722920497713206,0.320751152463839,0.2470424854052462,0.8615578889231171,0.6635717457759074,2.416885217174143
10,56.10800219215546,63.68266200255093,75.77534489286613,208.3098975732446,0.3637625757375378,0.3057111675654261,0.2693487100027358,0.8404140171527789,0.7404519540159527,2.3715140439021343
11,59.41321102798222,63.58238268206748,72.2263601583197,206.16391861590256,0.3503346300517421,0.3084069371058366,0.28818433131683474,0.8803210149687085,0.8225973300848729,2.263416683287863
12,58.480362976760375,60.563222130469995,72.4533844591967,205.47065434689415,0.3526215687076868,0.2947536343959935,0.2846166191597781,0.8358922441308061,0.8071446684411898,2.3346410355143994
13,57.10732841377578,68.4535612563316,75.6590752212859,206.447126392303,0.3664816098118705,0.33157914305986563,0.2766196333741021,0.904763388345948,0.7547981289323138,2.246768100757976
14,53.569939358800575,71.93050015196658,68.5778585694028,207.49537451247804,0.3305030713601704,0.3466607403705808,0.2581741375424206,1.0488881054687762,0.7811550327805326,2.1997790139866042
15,51.4657542499712,58.99348836849772,70.48447221313265,201.77376501993746,0.3493242652540483,0.29237442421054355,0.25506662992032597,0.8369714139323026,0.7301715205350167,2.4647845737405785
