,delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr
0,1296.3746087022253,1177.5919431493508,697.9612419081996,1209.6960759760846,0.576972394776949,0.9734609928358827,1.0716531486276015,1.6871881595170801,1.8573733480644086,0.771092606913601
1,1291.808636952059,1178.2829302916182,701.9525899401123,1216.4127593307517,0.577067763023395,0.968653872834981,1.0619821495976323,1.6785790766754554,1.8403075299747393,0.7766373419960003
2,1304.773328818735,1178.0540358170385,696.3862206241548,1217.6834457606808,0.5718942990057041,0.9674550803153229,1.0715209551063984,1.6916676420753645,1.87363461564374,0.7709233810002034
3,1299.1116162235583,1151.243046665872,612.3323355447969,1154.5348343038604,0.5303714685352128,0.9971488191259529,1.1252251362401482,1.8800951376209816,2.1215793137361074,0.7210658916473699
4,1132.64373656822,1102.123998218623,509.76511976900963,884.8583386200854,0.5760980006855964,1.245537223435514,1.2800283244598787,2.162023166116249,2.221893363518979,0.6240574520027771
5,463.65820969073536,629.5554795741411,357.970622750741,495.9664354343074,0.7217638073376349,1.2693509773959857,0.9348580399089297,1.7586791752252469,1.2952409505781872,0.7811254712326847
6,410.06002692819226,613.4856387458034,334.6471212903057,472.3815992234788,0.7084253955708965,1.298707739154695,0.8680694328531563,1.83323148389974,1.225350528482407,0.7884638151267664
7,401.358788182285,612.2819710438547,335.87384574802843,462.9344735270855,0.7255321540195839,1.3226104471738613,0.8669883344922296,1.8229522149312776,1.1949688648379702,0.7880586016341343
8,397.55759347485787,611.6546676997602,330.4911858758305,460.6028625325287,0.7175187406754133,1.327943696087134,0.8631244523513606,1.8507442674418741,1.2029294893940832,0.7838728073791018
9,393.66228074914653,612.4859102387121,329.5021504771734,444.1210185200185,0.7419197397484157,1.3790968783232778,0.8863851615511921,1.8588221938816836,1.1947183961593533,0.7688958504587992
10,391.9474641689544,612.1173166283056,327.2778777094698,448.7518592091246,0.7293070123124633,1.3640440792982886,0.8734169143270367,1.8703290332739588,1.197598404487617,0.772888116145655
11,391.7907435709766,612.9236468991712,327.6720100811987,446.47553212428124,0.7339081013514257,1.3728045610538795,0.8775189576613068,1.8705401378264983,1.1956796171692814,0.770515033474562
12,391.3253131863294,614.5786108934053,328.7309082466095,451.7215491489461,0.7277290819221403,1.3605253325888165,0.8662976427039963,1.8695492132804157,1.1904122897161908,0.7758717693735646
13,389.9797950155584,618.3554068687404,328.73977602717406,449.8167792499595,0.7308303984909733,1.3746828384210303,0.8669747617370446,1.8809874921178578,1.1862872200269496,0.772120772757142
14,292.9954881806717,407.6689653482335,393.98742768463495,436.58964554191255,0.9024204575342184,0.93375775058114,0.6711004055467096,1.034725822963442,0.7436671010101326,1.1854134586724585
15,199.02266386023763,144.220699354877,165.60055685391933,362.58328183592323,0.4567241931713144,0.39775882281340263,0.5489019318609943,0.8708950144539547,1.2018236390098667,1.5388027717197945
