,delta,theta,alpha,beta,abr,tbr,dbr,tar,dar,dtabr
80,272.9671404466687,134.2904271057811,63.61649486169273,198.3902545987745,0.32066340652846614,0.6769003214264268,1.3759100264209996,2.1109372246575213,4.290823331906618,0.6433440906576253
81,276.31516230528257,132.9882968063918,64.38905526310066,201.3086438714501,0.3198524118229998,0.6606189095949316,1.3725946238142137,2.0653866757787824,4.291337420253005,0.6491459899000214
82,275.9647427617893,133.5444751836688,64.89358849555225,202.56161103592925,0.3203646938019356,0.6592783030343367,1.3623743479846249,2.0578993746481107,4.252573315169705,0.6531115486809469
83,277.2717292172672,133.49485900203805,66.66017097880675,202.51932869673618,0.32915461160069037,0.6591709535139767,1.3691124249797877,2.0026180107530784,4.1594812186338395,0.6553101138104981
84,277.0142014199602,135.50421036072075,70.5138049159711,210.99616274097616,0.33419472657678373,0.6422117284050748,1.3128873900897873,1.9216692464999798,3.9285101938559213,0.6824179469754541
85,276.87577929813955,138.24420013553544,70.87440513426256,221.18370703679358,0.3204323052713494,0.6250198171809225,1.2517910247886463,1.9505518229556829,3.9065693570709135,0.7035510855668635
86,277.2407953864434,139.4616534456808,73.01407730635033,224.5574933638845,0.32514647457359425,0.6210509894661586,1.234609414423718,1.910065272214996,3.7970868853577997,0.7141104438052311
87,277.71309776057444,139.96288643275636,73.98339710342552,232.47966617831588,0.3182359916444434,0.602043562491192,1.1945694104170115,1.8918148113298237,3.753721897527141,0.7337339825118793
88,277.6747543015511,144.05081783653213,76.8694398054756,235.50710304054604,0.326399666137634,0.6116623064729034,1.1790504435602747,1.8739673165443187,3.612290593039702,0.7407104607442252
89,280.5339712195366,143.45986841665962,84.98801096285709,241.5175371383826,0.3518916761483925,0.5939935878629851,1.1615470021077547,1.688001246191735,3.300865240182411,0.7700714434469015
90,278.99968204043654,150.8169092134471,86.33207511802729,244.41955135138858,0.35321264048108986,0.6170411015795783,1.1414785785255535,1.7469394660936919,3.2317036473293075,0.7695180530479985
91,278.6061941418669,153.3052448461883,84.79381917490896,249.5907364567026,0.3397314354638256,0.6142265014422228,1.1162521417945244,1.8079766466227565,3.285689886985398,0.7741970354271148
92,279.7408537510573,150.94101114405245,85.82491336512872,250.80084714834635,0.3422034428550558,0.6018361295836144,1.1153903861640195,1.7587085757010605,3.259436482748819,0.7816111797404298
93,281.6302009730876,160.8009961728028,91.74722560281003,255.91211305061756,0.3585106797373952,0.628344607279287,1.1004957819928718,1.7526524111904893,3.0696317967402584,0.7857930021575489
94,109.81735806261824,116.39240831903756,87.14050770261093,231.65064743662396,0.37617208786973594,0.5024480164722213,0.47406454192044756,1.3356865984331436,1.260233167763927,1.4092722884536202
95,95.35890896639226,112.15139753010415,92.75795705636462,240.7367155510032,0.3853087255263838,0.4658674405913103,0.39611286025952797,1.20907576114419,1.0280402026151478,1.6071234158819891
96,97.36127864107345,119.95997624135931,93.83417998926932,242.66304094282302,0.38668509067014784,0.49434794757074124,0.4012200550310173,1.2784251565376037,1.0375886340372718,1.5483861489486237
97,99.31862629820012,122.13938495876872,94.9884517158114,243.78789081881874,0.3896356434963625,0.5010067749818704,0.40739770119268537,1.2858340435339246,1.0455863265920349,1.529754288913626
98,95.60074215758743,121.09989798476214,94.87592998945594,245.10616089510341,0.3870809678670599,0.49407121201081733,0.3900381035240526,1.2764027503943371,1.0076395790609067,1.5689021068937627
99,95.59690821414499,123.84705661420055,91.75955181722271,240.0470267659228,0.38225656469680114,0.515928309059906,0.3982424173383512,1.3496911674208418,1.041819694199967,1.5120332830419498
100,93.80810976268225,121.4949344996459,94.54476192804714,238.58363330986376,0.39627513679974785,0.5092341532994121,0.39318753118680055,1.285051990422368,0.9922084296333041,1.5472535299223302
101,93.97410522744056,120.89316789895321,90.37627959267611,234.7605788062605,0.3849721279962443,0.5149636643157283,0.40029763815241753,1.337664799257239,1.0398094018804467,1.5131986070660364
102,122.93416895359599,116.02477806559759,97.90234048595589,226.25593296765135,0.43270618012900175,0.5128032513613072,0.5433411948192861,1.1851072966150524,1.2556816143862355,1.3565437808343301
103,121.5392414821921,114.30043722640976,91.37629861681864,223.50900044505698,0.4088260357966246,0.5113907583086664,0.5437778399982998,1.2508762004655298,1.330095914607573,1.335166757290832
104,135.1051965773084,126.92471734513447,109.11199739841643,215.51713022497322,0.5062799290456262,0.5889309922261899,0.6268884354402607,1.1632517080745564,1.2382249413323378,1.2389010199784871
105,153.63337559585182,114.27805917360742,102.61507138758103,222.05957598670204,0.46210604037956954,0.5146279266085373,0.6918565655779334,1.1136576491963335,1.497181393711385,1.211873049217437
106,160.10495545642837,133.70874192794605,105.55072735033035,236.31115067745543,0.44665995255720325,0.5658164735122765,0.6775175652839082,1.2667723405084388,1.516853170751052,1.1635328137222736
107,178.57342740193886,152.3618543071946,112.6642526047121,251.51108132939066,0.447949458167856,0.6057858504757268,0.7100022251825586,1.352353126965333,1.5850052103791274,1.1004427574276736
108,170.83219317239408,147.7928008026926,105.17447235746067,242.30417549679902,0.4340596778483914,0.6099473956636171,0.7050319823095698,1.4052155194121945,1.6242743067137042,1.0905567812468255
109,197.71562844753925,187.91711331694952,115.92513679970452,249.14646876262842,0.4652891023318132,0.7542435349384201,0.7935718673015215,1.6210212772199075,1.7055457850280769,0.9466820786324394
110,205.96388309500506,202.51121238938333,125.96910898173549,244.55604346402242,0.5150930117998384,0.8280769083474951,0.8421950248197616,1.607625980896204,1.6350348490983466,0.9070936185384137
111,264.1599585501874,247.6697567530033,141.2658895176059,255.38110004480208,0.5531571815331021,0.9698045654496517,1.034375521539555,1.7532169839353635,1.8699486440232642,0.7749588929737063
112,276.3356816287221,250.00487021833533,139.75419191673015,258.8745122723239,0.5398530380222031,0.9657376773938328,1.0674503225641228,1.7888899559255862,1.9772979818263443,0.7573589053516181
113,276.5801214211866,251.02891962776994,139.12607075224977,269.5123908459468,0.5162140052839878,0.9314188443798044,1.0262241396510772,1.8043269551886674,1.987981978688305,0.774509968187371
114,277.94988705858816,248.83665859609582,142.51190108106658,268.69211574609153,0.5303910785969521,0.926103313099225,1.034454942180905,1.7460763396493277,1.9503626360333157,0.7805894440909054
115,281.1308039757384,247.98602634411606,143.54747228703707,271.2784021199968,0.5291518645245504,0.9141384806388765,1.036318415984268,1.727554114281051,1.9584517894790243,0.7839967482347312
116,279.96592510127255,248.46965267493195,146.51505323329613,275.09003447042176,0.5326076370427361,0.9032302938681986,1.0177247083495315,1.6958643306042647,1.910833862616713,0.7978363029187828
117,272.9232764594376,258.4357927068796,151.9153948453343,283.45134807581866,0.5359487470304759,0.911746564132594,0.9628575708394057,1.7011823783231066,1.7965478530816572,0.8193456519039514
118,276.2655507462116,255.0516425207568,154.53399482416143,288.14139463760944,0.5363130660851982,0.8851614077926253,0.9587846657494877,1.6504565407175988,1.7877331849251943,0.8331659413087013
119,267.3473864720262,247.59803020262632,147.5866565114201,284.77298652174477,0.5182607322206477,0.8694575747047558,0.9388088025393238,1.6776450937721965,1.81146041784163,0.8396222765224335
120,259.5858767686208,247.02467516099364,149.7313261873141,280.8374569472076,0.5331600984246945,0.8796001710250133,0.9243278285966613,1.6497861967238936,1.7336778039611997,0.8499009377016341
121,269.91648936370115,251.41271185897446,150.69071517180566,274.9040905948313,0.5481574131754259,0.9145470018833597,0.9818569406503261,1.6684021412489385,1.7911952243106928,0.8163647936246189
122,252.80146973495408,248.09380554612247,156.61933104526335,272.93263588308014,0.5738387809084016,0.9089928170129196,0.9262412643215379,1.5840560925038225,1.6141140946508952,0.857568414250466
123,250.6644919396163,245.52590864519246,155.3946778092991,274.7651992331519,0.5655544379091437,0.8935844471222556,0.912286172481818,1.5800149149670537,1.6130828640555672,0.8669250282461444
124,239.62508432369302,214.95600636702702,141.33524786873573,264.2912499056988,0.5347708178729537,0.8133300154421496,0.9066705175036749,1.5208945369853253,1.695437535484732,0.8923083385586922
125,222.95948698445903,199.91272885998245,135.2024366152193,256.29329745851476,0.5275301303464794,0.7800154387273494,0.8699388130528409,1.4786177961342961,1.64907891134383,0.9258015055256087
126,130.8582439132274,132.6182426507186,105.66572383375917,240.60464630750175,0.43916742862361197,0.5511873718399748,0.5438724726287524,1.2550734319424437,1.2384171438517082,1.3142363277157971
127,116.85572761330792,129.56685732609745,103.21418035853043,237.7501291656216,0.43412880876556464,0.5449707126587449,0.4915064737226866,1.2553203142826588,1.132167374748232,1.3836568982019004
128,116.27310496585147,126.505099408139,103.88123359703522,223.9271110121506,0.4639064610242682,0.5649387375933889,0.5192453224636223,1.2177858793905338,1.1192888353336798,1.3502379484783142
129,115.95759370881257,124.9409847241344,102.93143921233832,214.67907758818257,0.4794665617568518,0.5819895731236924,0.5401438976333467,1.2138272395705296,1.126551757132264,1.3184408096825957
130,113.78227001294472,119.76483505882256,96.85255971115838,214.20745406797414,0.4521437413677691,0.5591067574185246,0.5311779205257645,1.236568609193139,1.1747987905768884,1.3318941105416233
131,112.76139320892679,115.0975779837018,97.25423138087385,207.52264415288937,0.4686439486055467,0.5546265972734296,0.5433691039800526,1.1834711595524166,1.159449739182275,1.3375680313947762
132,99.80335186848326,111.14836910921744,88.96692939760386,186.8492848883738,0.47614273424034703,0.5948557372088361,0.534138259764318,1.2493223028130156,1.1218028153186015,1.3074850160389717
133,95.89393769154995,104.76014078854824,83.16632611124778,175.15406797915563,0.47481812481309355,0.5981028131245877,0.5474833602092639,1.2596461294733088,1.153038040459753,1.2873916944380717
134,96.51771699217338,113.86750349709632,89.31181648205236,191.9045475891386,0.4653970820601191,0.5933548992329403,0.5029464814914896,1.2749433163749226,1.080682498620651,1.3366735715427018
135,95.3761339353335,117.89354832079383,91.50892213239128,200.0179308853837,0.45750359343947344,0.5894148979490763,0.4768379190463024,1.2883284555601078,1.0422604890629932,1.3669399697780966
136,71.86600577819182,70.54828467913859,76.69688710528169,181.38176194297466,0.42284784469893244,0.38894916403623064,0.3962140680979053,0.9198324383399952,0.9370133324908151,1.8121682046057084
137,66.79202340876607,60.73055609912308,74.0009517258156,184.93775889417356,0.4001397668507542,0.32838375712054974,0.3611594722902763,0.8206726357268852,0.9025833026613,2.030532252556654
138,74.05358184704667,61.570480263290726,87.15091992608212,203.58481195981972,0.42808163873876093,0.3024315992464237,0.3637480671282206,0.7064811285470344,0.8497165825656908,2.143688423440472
139,79.80211786786882,62.90615868431618,86.96111835362679,217.51970508246325,0.3997850140549759,0.28919751734891336,0.36687305105353685,0.7233825860944971,0.9176758461563713,2.133589100732701
140,81.86503043677924,71.48288474170954,87.36795010104639,221.4406852629398,0.39454335140493824,0.32280827101320786,0.369692815661098,0.8181820067774876,0.9370144354090637,2.0137778528292962
141,82.1858744588688,72.46022394687236,89.51817282365498,227.45195856574415,0.3935695844877945,0.3185737524697023,0.36133289410701325,0.809447083885574,0.9180915099861305,2.049648420859428
142,81.24446607200362,72.41413697826087,85.59690672584043,225.93422547735372,0.37885763675242795,0.3205098157451104,0.35959344318175057,0.8459901151591512,0.9491518932129487,2.027423951663069
143,81.42845307877194,75.64982575253471,86.27546030852798,233.6107550202346,0.36931287817230457,0.32382852298894443,0.3485646586421883,0.8768405927016193,0.9438193987905396,2.03647644797727
144,83.52447919434465,83.29296918796662,95.42244217255309,237.23994359238162,0.4022191235068956,0.35109167506412003,0.3520675225663257,0.8728865798398593,0.875312738729813,1.9941702081579675
145,1007.8832383894309,815.9918245939673,486.37696555921633,846.9303967943381,0.5742820985055803,0.9634697581790966,1.1900425846141607,1.6776942215093869,2.0722265028127063,0.7310299863262569
146,1021.9444461910961,791.3403289837572,493.1100078921751,842.9630629431367,0.5849722598408069,0.9387603843765788,1.2123241113591152,1.6047947036532142,2.0724471818356553,0.7368247332835381
147,1044.2749458770654,785.4955386362295,527.3578488829668,856.8227704264185,0.6154806654128886,0.9167538092449489,1.2187759031629806,1.4894924581098814,1.980201770181323,0.7564777282313453
148,1062.1176505024853,847.842995848481,547.3750378346,867.1164134206249,0.6312589974802804,0.9777729757229325,1.2248847260457383,1.5489252107705234,1.9403837900686747,0.740586699499621
149,1063.6198928356837,853.0334773785788,550.7470013947337,880.1885434510125,0.6257148033708597,0.9691485804098687,1.2084000646787334,1.5488663128774605,1.9312313823627367,0.7465802461118894
150,1199.7294086501727,913.4326898474585,574.7892851614544,916.0592716106537,0.6274586186446602,0.9971327381921729,1.309663518323174,1.589160955898615,2.0872508232528673,0.7055060081912496
151,1209.4445619841804,903.7848289511069,575.336795257771,914.3679456427719,0.6292180275997398,0.9884257571122252,1.3227110243174358,1.5708795898342982,2.102150552429568,0.7049422780558713
152,1391.4156212317898,961.6056706902122,628.2540124401157,958.8836219671273,0.6551931830384874,1.0028387686062472,1.45107872254334,1.5306001261422442,2.2147341579683384,0.674510528169013
153,1409.3719001723905,971.7503379916856,631.4887140991041,946.2743791802994,0.6673420817396797,1.0269223804130199,1.4893903197434601,1.5388245526731326,2.2318243678876066,0.662613228330483
154,1403.6722762200577,974.0250279955568,635.2166112720082,950.3282711174609,0.6684180935973599,1.024935338238682,1.477039375635457,1.5333746169595466,2.2097537301633734,0.6668405097563623
155,1410.5215342877566,975.2868798801485,637.7220313745619,952.4323320033985,0.6695720104683367,1.0239959807209362,1.4809677148619977,1.5293291307154482,2.211812458866261,0.6665054720802283
156,1414.7763922313243,972.9081187660194,634.9825982943349,949.5097342717586,0.6687478552090304,1.0246425956993548,1.4900072544452736,1.5321807579914892,2.2280553766853464,0.663610424772679
157,1416.671824479706,973.25859085304,635.9740417456084,948.6931300360093,0.670368553972209,1.025894000956978,1.4932877446112989,1.5303432639823789,2.2275623397949618,0.6630599625893239
158,1417.100240751557,972.7338274081595,636.7054434479516,946.7064598421571,0.6725479020752732,1.0274925424828536,1.496873952870067,1.5277611294486713,2.2256763395606183,0.6625614407235434
